source_run,strategy_id,case_id,suite,task_id,init_state_id,rollout_seed,planning_strategy,planning_risk_lambda,planning_difficulty_threshold,planning_value_margin,planning_uncertainty_margin,planning_phase_fraction,planning_short_open_loop_steps,experiment_split,num_open_loop_steps,success,final_t,num_queries,failure_type,target_drop_candidate,wrong_object_interaction_candidate,num_queries_observed,rerank_rate,gate_rate,requery_rate,mean_selected_open_loop_steps,nominal_queries_for_executed_steps,query_compute_ratio
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action__l1p0,action_l1,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752425,uncertainty_penalty_action,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,251,16,success,False,False,16,0.375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action__l1p0,action_l1,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752522,uncertainty_penalty_action,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,247,16,success,False,False,16,0.375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action__l1p0,action_l1,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752619,uncertainty_penalty_action,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,261,17,success,False,False,17,0.5294117647058824,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action__l1p0,action_l1,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752716,uncertainty_penalty_action,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,kinematic_deadlock_candidate,False,False,33,0.4545454545454546,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action__l1p0,action_l1,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752813,uncertainty_penalty_action,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,248,16,success,False,False,16,0.4375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750000,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,265,17,success,False,False,17,0.7058823529411764,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750097,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,240,15,success,False,False,15,0.4,0.0,0.0,16.0,15.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750194,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,262,17,success,False,False,17,0.5882352941176471,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750291,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,263,17,success,False,False,17,0.5294117647058824,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750388,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.5757575757575757,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750485,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,254,16,success,False,False,16,0.1875,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750582,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.48484848484848486,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750679,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.4242424242424242,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750776,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,242,16,success,False,False,16,0.5,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750873,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,262,17,success,False,False,17,0.6470588235294117,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750970,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.33333333333333337,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751067,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.36363636363636365,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751164,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,246,16,success,False,False,16,0.4375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751261,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,253,16,success,False,False,16,0.4375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751358,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,264,17,success,False,False,17,0.2941176470588235,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751455,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,243,16,success,False,False,16,0.6875,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751552,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,245,16,success,False,False,16,0.5,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751649,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,251,16,success,False,False,16,0.5625,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751746,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,247,16,success,False,False,16,0.25,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751843,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,kinematic_deadlock_candidate,False,False,33,0.5454545454545454,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751940,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,239,15,success,False,False,15,0.4666666666666667,0.0,0.0,16.0,15.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752037,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,263,17,success,False,False,17,0.2941176470588235,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752134,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,246,16,success,False,False,16,0.4375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752231,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,244,16,success,False,False,16,0.1875,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752328,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,246,16,success,False,False,16,0.5,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752425,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,251,16,success,False,False,16,0.375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752522,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,247,16,success,False,False,16,0.375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752619,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,261,17,success,False,False,17,0.5294117647058824,0.0,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752716,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,False,520,33,kinematic_deadlock_candidate,False,False,33,0.4545454545454546,0.0,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__controls__libero_10_with_milk__task9__init0__uncertainty_penalty_action_replay__l1p0,action_l1_replay,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,752813,uncertainty_penalty_action_replay,1.0,0.088588,0.002,0.0,0.5,8.0,holdout,16,True,248,16,success,False,False,16,0.4375,0.0,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750000,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,264,17,success,False,False,17,0.4117647058823529,0.5882352941176471,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750097,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,240,15,success,False,False,15,0.19999999999999996,0.6666666666666666,0.0,16.0,15.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750194,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,261,17,success,False,False,17,0.3529411764705882,0.5882352941176471,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750291,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,263,17,success,False,False,17,0.4117647058823529,0.5882352941176471,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750388,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.1515151515151515,0.30303030303030304,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750485,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,252,16,success,False,False,16,0.125,0.625,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750582,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,False,520,33,kinematic_deadlock_candidate,False,False,33,0.09090909090909094,0.30303030303030304,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750679,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.18181818181818177,0.30303030303030304,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750776,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,242,16,success,False,False,16,0.3125,0.625,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750873,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,263,17,success,False,False,17,0.4117647058823529,0.5882352941176471,0.0,16.0,17.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,750970,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.09090909090909094,0.30303030303030304,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751067,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,False,520,33,timeout_partial_goal,False,False,33,0.1515151515151515,0.30303030303030304,0.0,16.0,33.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751164,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,246,16,success,False,False,16,0.25,0.625,0.0,16.0,16.0,1.0
adaptive_confirmatory_20260813/adaptive_confirmatory_20260813__holdout_long_milk__no_extra_inference__libero_10_with_milk__task9__init0__phase_gated_action__l1,phase_l1_r0.3,long_milk_task9_init0_adaptive_confirm,libero_10_with_milk,9,0,751261,phase_gated_action,1.0,0.088588,0.002,0.0,0.3,8.0,holdout,16,True,253,16,success,False,False,16,0.3125,0.625,0.0,16.0,16.0,1.0
